,0,1,2,3,4,5
862,wcd_1_divji-kojoti_flac_lossless_31641112/Divji kojoti - 1 (1999) FLAC/07 Osat.flac,Divji Kojoti,Osat,195.97,,
863,wcd_a-collection-of-recy_marillion_flac_lossless_31984165/Marillion - A Collection Of Recycled Gifts/11 - The Carol Of The Bells.flac,Marillion,The Carol Of The Bells,374.23,,
864,"wcd_1816-une-anneacute_la-nature_mp3_320_1679649/La Nature - 1816, une année sans été (320)/01 Hiver 1.mp3",None,Hiver 1,567.09,,
865,"wcd_2003-07-29---office-_the-dead_flac_lossless_30170353/The Dead - 2003-07-29 - Office Depot Center, Sunrise, FL/Disc 2/06 - Mississippi Half Step.flac",The Dead,Mississippi Half Step >,623.15,,
866,wcd_1076_helmynthe_flac_lossless_31764591/под слоем хитина/helmynthe - -+-+-¦ -ü-+-+-¦-+ -à-+-é-+-+-¦ - 01 -+-Ç-+-+-+-¦.flac,helmynthe,пролог,108.8,,
867,wcd_9dw_9dw_flac_lossless_29146345/9dw - Self Titled (2008) [FLAC]/01 - 9dw - stone and fruits.flac,9dw,stone and fruits,254.18,https://www.youtube.com/watch?v=3MXItdecVLI,
868,wcd_2009-02-11-granada-t_govt-mule_flac_lossless_32866184/mule2009-02-11 livedownloads flac16/mule2009-02-11d1t08 Birth Of The Mule.flac,Gov't Mule,None,1013.92,,
869,"wcd_20101119---kakars_sublime-with-rome_mp3_v0-vbr_29477897/2010.11.19 - Kaka’ako Beach Park Amphitheater - Honolulu, Hawaii {VBR}/21 Promised Land.mp3",Sublime with Rome,Promised Land,289.82,,
870,"wcd_1991---1997-antilde_sin-dios_flac_lossless_30187161/Sin Dios - 1991-1997 Años De Autogestión Parte I (2000, Vinyl, 44.1 kHz 16bit FLAC)/D07. Precariedad Y Alienación.flac",Sin Dios,Precariedad Y Alienación,90.76,https://www.youtube.com/watch?v=cVP4naUKQAU,
871,wcd_50-cent-vs-shyne-f_50-cent_mp3_320_28966152/dj famous - 50 cent vs. shyne (320)/07 - diamonds & mac 10's.mp3,50 Cent,diamonds & mac 10's,199.0,,
872,"wcd_20th-century-masters_aswad_flac_lossless_29713550/Compilations - The Best Of Reggae, Vol. 2／20th Century Masters／The Millennium Collection (1969) [FLAC]/01 1865 (96 Degrees In The Shade).flac",Aswad,1865 (96 Degrees In The Shade),263.44,https://www.youtube.com/watch?v=hwE5gfZlMZY,
873,wcd_14-tracks-deep-insid_closer-musik_mp3_320_1114331/14 Tracks Deep Inside Matias Aguayo/8-Walter_Neff.mp3,Closer Musik,Walter Neff,350.62,,
874,wcd_3-way-penetration_cunt-grinder_flac_lossless_882182/3 Way Penetration/15 - Hymen Holocaust - Smegmaniac.flac,Cunt Grinder,Hymen Holocaust Smegmaniac,155.73,https://www.youtube.com/watch?v=MSgZbC4ytng,
875,wcd_5-track-demo-cd_the-vines_flac_lossless_29672248/The Vines - 5 Track Demo CD (2001)/03 - Mary Jane.flac,The Vines,Mary Jane,213.45,,
876,wcd_100-por-carlos-garde_carlos-gardel_flac_lossless_29672126/Carlos Gardel - 100 por Carlos Gardel - 2004 (FLAC)/CD4/03 - Yo no se qué me han hecho tus ojos.flac,Carlos Gardel,Yo no se qué me han hecho tus ojos,186.04,https://www.youtube.com/watch?v=ptLQwUKZ8VY,
877,wcd_2010-06-30-lel_furthur_flac_lossless_1687192/Furthur LeLacheur Park 2010-06-30 SBD/frtr100630d1_03_Tennessee_Jed.flac,Furthur,Tennessee Jed,561.85,https://www.youtube.com/watch?v=sCR9_yvBYtE,
878,wcd_5000-spirits-or-the-_the-incredible-strin_flac_lossless_28930528/Incredible String Band - 5000 Spirits [1967] & The Hangman's Beautiful Daughter [1968] FLAC+log/Disk 1 - 5000 Spirits (1967)/10 You Know What You Could Be.flac,The Incredible String Band,You Know What You Could Be,165.29,https://www.youtube.com/watch?v=KsnBr0c9LHs,
879,"wcd_1998-1999_binary-finary_flac_lossless_30094656/Binary Finary - 1998 , 1999 CDM/06 - 1999 (Kaycee Remix).flac",Binary Finary,1999 (Kaycee Remix),407.74,https://www.youtube.com/watch?v=TqgW95bTpzc,
880,wcd_a-place-in-the-sun_ydi_mp3_224_30255087/YDI - A Place in the Sun 7''/03 Friends.mp3,YDI,Friends,46.95,,
881,"wcd_2014-10-30--the-fm_umphreys-mcgee_flac_24bit-lossless_31789124/Umphrey's McGee 2014-10-30 Wilkes-Barre, PA - FLAC24/um141030d3_03_Similar_Skin.flac",Umphrey's McGee,Similar Skin,912.67,,
882,wcd_15-greatest-hits_james-gang_flac_lossless_29176525/James Gang - 15 Greatest Hits FLAC/02 James Gang - Funk #49.flac,James Gang,Funk \#49,232.4,https://www.youtube.com/watch?v=l1saEQSD7JI,
883,wcd_absolute-music-33_antiloop_flac_lossless_1654598/Various Artists - 2000 - Absolute Music 33 [FLAC]/CD1/14 - Blacknuss - Thinking of You.flac,Antiloop,Thinking of You,233.6,,
884,wcd_2008-05-30-mountain-jam-hunter--ny_gov-_flac_lossless_29866233/Gov't Mule 2008-05-30 Hunter NY FLAC/D2_07_About To Rage.flac,Gov't Mule,About To Rage,626.86,,
885,wcd_99x-live-x-6-walk-u_angie-aparo_flac_lossless_1033095/Various Artists - 99x Live X 6 Walk Unafraid (2001)/03 - Our Lady Peace - Is anybody home.flac,Angie Aparo,Is anybody home,240.52,,
886,wcd_2010-07-29-nok_furthur_mp3_320_1741810/furthur2010-07-29(sbd)320/frtr100729d2_05_Unbroken_Chain.mp3,Furthur,Unbroken Chain,848.59,https://www.youtube.com/watch?v=mNNzNXVVWNA,
887,wcd_1990-dci-world-champ_blue-devils_mp3_224_137010/1990 DCI World Championships/05 Dreams of Desire.mp3,Blue Devils,Dreams of Desire,642.74,,
888,"wcd_1972-04-11-city-hall_grateful-dead_flac_lossless_29237872/19720411 City Hall, Newcastle, England/26 The Other One  .flac",Grateful Dead,The Other One >,1561.33,,
889,wcd_2011-10-19-higher-gr_sound-tribe-sector-9_mp3_v0-vbr_29850656/STS9 2011.10.19 (VO)/13 From Now On.mp3,Sound Tribe Sector 9,From Now On,462.49,,
890,"wcd_75-spectacular-sound_no-artist_flac_lossless_31950338/75 Spectacular Sound Effects, Vol. 1 (1994) [FLAC]/24 - Various Artists - Pinball Machine.flac",No Artist,Pinball Machine,59.07,,
891,wcd_101-ultimate-80s_allniters_flac_lossless_30359170/VA - 101 Ultimate 80s (5 Discs) [FLAC]/101 Ultimate 80s (Disc 3) [FLAC]/12 - Do-Re-Mi - Man Overboard.flac,Allniters,Man Overboard,248.72,,
892,"wcd_1976-06-10---boston-_grateful-dead_flac_lossless_31469786/Grateful Dead - 1976-06-10 - Boston Music Hall - Boston, MA - FLAC/107 Tuning.flac",Grateful Dead,Tuning,141.48,,
893,wcd_100-all-time-classic_emile-waldteufel_flac_lossless_29549855/Various Classical (2000) All Time Classical Favorites/(1 of 3)/13 - Coppelia Ballet {Delibes).flac,Emile Waldteufel,Coppelia Ballet,154.29,https://www.youtube.com/watch?v=dixdXcZouZ8,
894,"wcd_2012-12-31---the-the_the-disco-biscuits_flac_lossless_30517373/The Disco Biscuits 2012.12.31 The Theatre at MSG New York, NY [FLAC]/db121231d3_03_Above_The_Waves.flac",The Disco Biscuits,Above The Waves,655.85,,
895,wcd_2012-ep_ruff-sqwad_mp3_320_30670410/Ruff Sqwad - 2012 EP/11 S.O.S.mp3,Ruff Sqwad,S.O.S.,241.82,https://www.youtube.com/watch?v=zIA7rciNxY0,
896,wcd_a-game-of-two-halves_latch_flac_lossless_29902011/Latch & Stoopi - Latch Meet Stoopi; A Game Of Two Halves [2000]/01 Latch - Who Am I.flac,Latch,Who Am I,154.61,,
897,"wcd_1972-10-18---fox-the_grateful-dead_mp3_320_30321483/Grateful Dead - 1972-10-18 - Fox Theatre - St. Louis, MO/07 Bird Song.mp3",Grateful Dead,Bird Song,733.25,https://www.youtube.com/watch?v=Xe2u7ogAgtQ,
898,wcd_aangenaam-jazz-20_aaron-parks_flac_lossless_30186782/VA - Aangenaam... Jazz 2009 2009 Flac/Cd1/08 Robin McKelle - Lullaby Of Birdland.flac,Aaron Parks,Lullaby Of Birdland,209.24,https://www.youtube.com/watch?v=oeol2bpbQq0,
899,wcd_2009-04-25---madison_the-dead_flac_lossless_842815/Dead_-_2009-04-25_-_Madison_Square_Garden_-_NY/CD3/04 Gimmie Shelter.flac,The Dead,Gimmie Shelter,494.44,,
900,wcd_1079_dotsfam-_mp3_320_30796890/Многоточие - Жизнь и Свобода (320)/17 Кто Поджёг Солнце_.mp3,DotsFam (Многоточие),Кто Поджёг Солнце?,21.71,https://www.youtube.com/watch?v=hDJXax2qy20,
901,"wcd_1996-01-23---ten-mil_widespread-panic_flac_lossless_30623892/Widespread Panic - 1996-01-23 - Ten Mile Room, Breckenridge, CO/01 - Let's Get Down To Business.flac",Widespread Panic,Let's Get Down To Business,328.15,https://www.youtube.com/watch?v=E0FUim7C3Ew,
902,wcd_a-short-story_cigaretteman_flac_lossless_31571480/Various Artists - A Short Story (FLAC)/13. Snail Ramp - A Pizza Already.flac,Cigaretteman,A Pizza Already,229.29,,
903,wcd_20-years-history---t_baaba-maal_mp3_320_29236738/VA - 20 Years History The Very Best of Syllart Productions - Sénégal (2002)/03. Coumba Gawlo - Kor Dior.mp3,Baaba Maal,Kor Dior,334.55,,
904,wcd_1969-summer_moro_flac_lossless_31051899/[C84] KINZOK ON - 1969 summer [FLAC]/04. Gloomy JAP.flac,Moro,Gloomy JAP,301.96,https://www.youtube.com/watch?v=HQiq5x0VdZg,
905,wcd_1503_arik-einstein_flac_lossless_1078946/אריק איינשטיין - ישן וגם חדש (בעריכה מחודשת עם 7 קטעי בונוס) (1969)/12 - שבת המלכה.flac,Arik Einstein,שבת המלכה,190.19,https://www.youtube.com/watch?v=xFO-UW4yzH0,
906,wcd_1964-66-complete-ho_the-beatles_mp3_192_1068498/1964-1966 - Complete Home Recordings/26 - Mellotron Improvisation.mp3,The Beatles,llotron Improvisation,33.17,,
907,"wcd_2000-09-01-camden-n_pearl-jam_flac_lossless_164847/Pearl Jam - Philadelphia, PA 9-1-2000 (2000) [FLAC]/Side A/08 - Pearl Jam - Given To Fly.flac",Pearl Jam,Given To Fly,231.84,,
908,"wcd_2007-08-22--pnc-bank_bob-weir--ratdog_flac_lossless_28919941/ratdog2007-08-22- 2007-08-22- PNC Bank Arts Center, Holmdel, NJ(flac)/rd2007-08-22d1t01. Shakedown Street.flac",Bob Weir & Ratdog,Jam > Shakedown Street >,1039.92,,
909,wcd_a-thin-line_ariano_mp3_v2-vbr_31425333/LD & Ariano - A Thin Line (2006) [v2]/LD & Ariano - A Thin Line - 06 - The Price Of Freedom.mp3,Ariano,The Price Of Freedom,153.44,,
910,wcd_a-plague-on-mu_the-bubonic-bassoon-_flac_lossless_29021795/The Bubonic Bassoon Quartet - A plague on music (1968) FLAC/07 Chanson Répolsif.flac,The Bubonic Bassoon Quartet,Chanson Répolsif,85.7,,
911,wcd_2010-06-19-band-bash_small-craft-warning_flac_lossless_1681632/scw2010-06-19/2/05 Well Well Well ) Who Do You Love ) Summertime.flac,Small Craft Warning,Well Well Well ) Who Do You Love ) Summertime,937.27,,
912,"wcd_2010-07-30---roxy3_tim-reynolds_flac_lossless_30670128/Tim Reynolds & TR3 - 2010-07-30 - Roxy's Pub, West Palm Beach, FL/03 - By Your Side.flac",Tim Reynolds,By Your Side,386.51,https://www.youtube.com/watch?v=kkBVZTVpS0s,
913,wcd_11_zipper-cremallera_mp3_v2-vbr_1775707/Zipper_Cremallera-11-2008-SSR/01-zipper_cremallera-a_good_man.mp3,Zipper Cremallera,A Good Man,125.72,https://www.youtube.com/watch?v=J4y-blIU29Y,
914,wcd_a-taste-of-complete-_elevator_flac_lossless_29074642/Elevator - A Taste Of Complete Perspective (2000) [FLAC]/05 A Taste Of Complete Perspective.flac,Elevator,A Taste Of Complete Perspective,283.26,,
915,wcd_aaron-rosand-unacco_aaron-rosand_flac_lossless_990669/Bach Ysaye Telemann - Aaron Rosand (solo violin)/Aaron Rosand - UNACCOMPANIED VIOLIN/17 BACH- Partita No.2 in D minor-Courante.flac,Aaron Rosand,BACH: Partita No.2 in D minor-Courante,103.56,,
916,wcd__nikos-portokaloglou-_flac_lossless_30915622/Nikos Portokaloglou (Νίκος Πορτοκάλογλου) - Άσωτος υιός [FLAC]/10 - Βάλε Μου Δύσκολα.flac,Nikos Portokaloglou (Νίκος Πορτοκάλογλου),- Βάλε Μου Δύσκολα,223.24,https://www.youtube.com/watch?v=uwUYXMsTUV8,
917,wcd_1973-5-24---first-tr_bob-marley--the-wai_flac_lossless_30270924/Bob Marley & The Wailers - 1973-5-24 - First Trip/10 Kinky Reggae.flac,Bob Marley & The Wailers,Kinky Reggae,260.44,,
918,"wcd_a-midsummer-night3_laetitia-sheriff_flac_lossless_31664454/A Midsummer Nights Dream FLAC/Laetitia Shériff - A Midsummer Night's Dream by Robert Le Magnifique, Thomas Poli & Laetitia Shériff - 07 Spring summer autumn winter.flac",Laetitia Shériff,Spring summer autumn winter,142.92,https://www.youtube.com/watch?v=UWr8Xh1SQ04,
919,"wcd_2013-03-01---soundwa_metallica_flac_24bit-lossless_30684094/Metallica - Soundwave Festival, Melbourne 2013-03-01 (2013) [48-24]/met130301d2_14_For_Whom_The_Bell_Tolls.flac",Metallica,For Whom The Bell Tolls,287.64,https://www.youtube.com/watch?v=qdlQyNe_9tE,
920,wcd_a-state-of-trance-ra_abstract-vision_flac_lossless_29255843/Armin van Buuren - A State Of Trance Radio Top 15 February 2011 (WEB) (2011) (ARDI2004) wt/12-DNS_Project_-_Second_Chapter_(original_mix).flac,Abstract Vision,Second Chapter (Original Mix),438.81,https://www.youtube.com/watch?v=3b0XG4hvdH0,
921,wcd_0110111---quantum-ph_bonaparte_mp3_256_30019306/Bonaparte - 0110111 - Quantum Physics & A Horseshoe (2011) [256]/22 - Gigolo Vagabundo.mp3,Bonaparte,Gigolo Vagabundo,430.47,,
922,wcd_a-masodik-x_janicsak-veca_flac_lossless_29809867/Janicsák Veca - A Második X/09 - Ha Én Rózsa Volnék.flac,Janicsák Veca,Ha Én Rózsa Volnék,223.5,https://www.youtube.com/watch?v=okrlFHdd544,
923,"wcd_1112013---stopping-o_akamoi_mp3_320_31296892/1112013 - Stopping Outwards (2013, Stochastic Resonance)/06-Scual - Tha Fade of John Gray.mp3",akamoi,Tha Fade of John Gray,408.69,,
924,wcd_2_father-kari-the-gam_flac_lossless_32989023/Father Kari- The Gameboy - 父権-失われた魂の命と倍 -Ep-2016 [FLAC]/06 - 我々はどこに行くの.flac,"Father Kari, The Gameboy",トライアル 6. 我々はどこに行くの,205.71,,
925,wcd_52nd-street_billy-joel_flac_24bit-lossless_31387831/Billy Joel - 52nd Street [HDtracks 24-96]/08. Until the Night.flac,Billy Joel,Until the Night,396.72,https://www.youtube.com/watch?v=MuV-zEqB2QQ,
926,"wcd_1971-04-27---fillmor_grateful-dead_flac_lossless_29492561/19710427 Fillmore East New York, NY/20 - Riot In Cell Block #9.flac",Grateful Dead,Riot In Cell Block \#9,469.12,,
927,"wcd_2016-0_dopapod_mp3_320_33035420/Dopapod - 2016​-​06​-​16 Flour City Station, Rochester, NY [320]/16 FABA Intro.mp3",Dopapod,FABA Intro,247.43,,
928,wcd_a-partridge-family-c_the-partridge-family_flac_lossless_30310551/The Partridge Family - A Partridge Family Christmas Card (FLAC)/04 The Partridge Family - Blue Christmas.flac,The Partridge Family,Blue Christmas,207.1,https://www.youtube.com/watch?v=9qS4DkNZr_4,
929,"wcd_a-choral-year-with-b_bach-collegium-japan_flac_lossless_28997116/Masaaki Suzuki & Bach Collegium Japan - 2010 - A Choral Year with Bach/01 - Nun komm der Heiden Heiland BWV61,1 (First Sunday in Advent).flac",Bach Collegium Japan,Nun komm der Heiden Heiland BWV61/1 (First Sunday in Advent),171.52,,
930,"wcd_1970-05-01---alfred-_grateful-dead_flac_lossless_30382491/gd1970-05-01 - Alfred State College, Alfred, NY (Miller flac)/gd70-05-01d1t10 - New Speedway Boogie.flac",Grateful Dead,New Speedway Boogie,623.46,,
931,wcd_40-ars-shu-bi-_shubidua_flac_lossless_31387496/Shu-Bi-Dua - 40 Års Shu-Bi-Læum 2013 FLAC/CD 1/19 Rom & Cola.flac,Shu•bi•dua,Rom & Cola,195.4,https://www.youtube.com/watch?v=6FvytzAW0Pc,
932,wcd_1075_nordverg_flac_lossless_31120650/Nordverg - 2011 - Багровый рассвет (FLAC)/06 - Холод цепей.flac,Nordverg,Холод цепей,302.35,https://www.youtube.com/watch?v=aHcogUxkAmk,
933,wcd_a-beautiful-lie_supersonic-plastic-s_mp3_320_30413000/Supersonic Plastic Sky-2012-A Beautiful Lie/07 - Forever Bound.mp3,Supersonic Plastic Sky,Forever Bound,121.42,,
934,wcd_2010-06-05-tunkhanno_the-hickory-project_flac_lossless_1686322/hickory2010-06-05/101 Intro.flac,The Hickory Project,Intro,25.68,,
935,"wcd_2008-05-28---slaski-_metallica_flac_lossless_834572/Metallica - 2008.05.28 - Chorzow, Poland [FLAC]/met080528d1_07_And_Justice_For_All.flac",Metallica,And Justice For All,592.63,https://www.youtube.com/watch?v=lfg0_FbIqqw,
936,wcd_100-tubes-dance_2-unlimited_flac_lossless_1303110/VA (2008) 100 Tubes Dance [REX]/CD1/09 - Rozalla - Are You Ready To Fly.flac,2 Unlimited,Are You Ready To Fly,234.05,https://www.youtube.com/watch?v=ZIqugitfTH0,
937,wcd_absolute-70s-7_al-stewart_flac_lossless_604717/Absolute 70's 3CD [2007]/Absolute 70s CD2 - 2007/08 - Bellamy Brothers - Let Your Love Flow.flac,Al Stewart,Let Your Love Flow,192.37,https://www.youtube.com/watch?v=P0dPF7StVJU,
938,wcd_a-christmas-album_andre-kostelanetz_flac_lossless_30449297/Various Artists - 1984 - A Christmas Album [FLAC]/05 The Christmas Song (Chestnuts Rosting On An Open Fire).flac,Andre Kostelanetz,The Christmas Song (Chestnuts Rosting On An Open Fire),159.03,,
939,wcd_-107_lucidvox_mp3_320_31808556/Lucidvox - В Движении (2014)/01 Bud' ostorozhen.mp3,Lucidvox,Будь осторожен,125.27,https://www.youtube.com/watch?v=RFOh2dBRZEM,
940,"wcd_2008-11-15-tin-angel--philadelphia--pa__flac_lossless_30087112/Brett Dennen 2008-11-15 Philadelphia, PA/08. bd2008-11-15d1t08.flac",Brett Dennen,bd2008-11-15d1t08,255.76,,
941,wcd__the-cancer-conspiracy_flac_lossless_29859956/The Cancer Conspiracy - Ω (2007) [FLAC]/04. iv.flac,The Cancer Conspiracy,iv,263.36,https://www.youtube.com/watch?v=Cvv95ShTAJg,
942,"wcd_2008-11-23--new-orleans-arena--new-orle_flac_lossless_29951479/Metallica~11-23-2008 New Orleans Arena, New Orleans, LA [FLAC]/met081123d1_12_Kirk_Solo2.flac",Metallica,Kirk Solo \#2,50.9,,
943,wcd_2010_studio-apartment_flac_lossless_1720562/Studio Apartment - 2010 - 2010 [FLAC]/01 - STRAWBERRY RAINBOW feat. RAJ RAMAYYA.flac,Studio Apartment,STRAWBERRY RAINBOW feat. RAJ RAMAYYA,454.81,https://www.youtube.com/watch?v=iTzc4bW_Npk,
944,"wcd_2004-04-22---zepp-to_the-string-cheese-in_flac_lossless_29919137/sci2004-04-22 - Zepp Tokyo Night 1, Tokyo, Japan/sci040422d3_01_Jellyfish.flac",The String Cheese Incident,Jellyfish,778.89,https://www.youtube.com/watch?v=xRKq3kdzYrQ,
945,wcd_a-peleja-do-diabo-co_ze-ramalho_flac_lossless_31528202/Zé Ramalho - A Peleja Do Diabo Com O Dono Do Céu (1979) Flac/A1. A Peleja Do Diabo Com O Dono Do Céu.flac,Zé Ramalho,A Peleja Do Diabo Com O Dono Do Céu,261.96,https://www.youtube.com/watch?v=fZBCOcPR88E,
946,"wcd_12_aa_flac_lossless_33042489/新宿スワン INSPIRED TRACKS -Selected by 白鳥龍彦- (2015) [FLAC]/09 - CHiLD ～error～ , MY FIRST STORY.flac",AA=,CHiLD ～error～ / MY FIRST STORY,277.72,,
947,wcd_4_gomm_flac_lossless_29031760/Gomm - 4 (2006) - FLAC/04 -  It's Not Easy.flac,GOMM,It's Not Easy,166.12,,
948,wcd_40-oz-slushie_group-x_flac_lossless_261424/Group X - 40 OZ Slushie (flac_noC2)/11 - Schfifty-five.flac,Gröûp X,Schfifty-five,130.43,https://www.youtube.com/watch?v=kFF3pVOHtoA,
949,wcd_a-somewhat-legit-alb_timothy-ebinger_flac_lossless_30337984/Timothy Ebinger - 2011 - A Somewhat Legit Album [FLAC]/Timothy Ebinger - A Somewhat Legit Album - 12 Ethereal Dreams.flac,Timothy Ebinger,Ethereal Dreams,258.0,,
950,"wcd_2014-12-12---beacon-_trey-anastasio_flac_lossless_31962285/Trey Anastasio Band - 2014-12-12 New York, NY (2014) [FLAC16 WEB]/trey141212d1_05_Ooh_Child.flac",Trey Anastasio,Ooh Child,297.75,https://www.youtube.com/watch?v=aQbuWHqHqVY,
951,"wcd_3-concertos_kazuoki-fujii_flac_lossless_31932965/Tokyo Symphony Orchestra - Ifukube_ 3 Concertos (1995, FOCD3143) [FLAC, CD]/03 - Rapsodia Concertante - I. Vivace spirituoso.flac",Kazuoki Fujii,Rapsodia Concertante - I. Vivace spirituoso,618.0,,
952,"wcd_2010-08-05---greek-t_phish_flac_lossless_29765524/Phish - 2010-08-05 - Greek Theatre - Berkeley, CA, USA (2010) [FLAC]/Disc 1/02 Wolfman's Brother.flac",Phish,Wolfman's Brother,660.04,,
953,wcd_1095_-_mp3_320_31130997/2001 ][ Лучевые машины/24-Предметно-пьедестальные места.mp3,Театр Яда,Предметно-пьедестальные места,425.9,,
954,"wcd_2009-11-07---hof-ter_govt-mule_flac_lossless_29274207/Gov't Mule - [SBD] 2009-11-07 Antwerp, Belgium [FLAC]/D1_01_Hammer and Nails.flac",Gov't Mule,Hammer and Nails,390.68,,
955,wcd_1080_auktyon-_mp3_320_29633933/1993 - Птица (переиздание 2004)/03 - Глаза.mp3,Auktyon (АукцЫон),Глаза,299.94,https://www.youtube.com/watch?v=xhdGNt74x-Y,
956,wcd_1979-06-16---keyston_jerry-garcia_flac_lossless_29588983/Reconstruction_1979-06-16_FLAC/4. Instrumental.flac,Jerry Garcia,Instrumental,966.7,,
957,wcd_8-rooms_angina-p_flac_lossless_1272196/Angina P - 8 Rooms (2006)/04 Good Lady Wife.flac,Angina P,Good Lady Wife,310.77,https://www.youtube.com/watch?v=bFWG_23buKE,
958,wcd_1497_nurit-galron--_flac_lossless_31133575/Nurit Galron - The Best Of Nurit Galron - 2005 [FLAC]/Disc 2/02 - זה הגשם.flac,Nurit Galron (נורית גלרון),זה הגשם,250.6,,
959,wcd_2008-08-01---penn3_govt-mule_flac_lossless_29868430/Gov't Mule 2008-08-01 Jim Thorpe PA FLAC/D2_12_Patchwork Quilt.flac,Gov't Mule,Patchwork Quilt,353.73,,
960,wcd_2009-08-13---d_phish_flac_lossless_1077113/2009-08-13/ph090813d1_09_David_Bowie.flac,Phish,David Bowie,721.39,,
961,wcd_03---the-cosmic-issu_laidbook_mp3_192_31442010/Laidbook - Vol.3 The Cosmic Issue (2009)/02 interlude я-ЮRaum2-1я-Ю.mp3,Laidbook,Interlude (Raum 2-1),81.48,,
962,"wcd_2006-06-25-hi-fi-buy_phil-lesh--friends_flac_lossless_29785412/Phil Lesh & Friends - 2006-06-25 Hi Fi Buys Ampitheatre, Atlanta, GA (2006) [FLAC]/Disc 2/01 Passenger.flac",Phil Lesh & Friends,Passenger,415.32,,
963,"wcd_47_acoustic-collabo-_mp3_320_30797280/에일리, 어쿠스틱 콜라보 - 스트로베리 익스트림 페스티벌 Part 1 (Single) [2013]/01 - 여인의 향기.mp3",Acoustic Collabo (어쿠스틱 콜라보),여인의 향기,218.31,https://www.youtube.com/watch?v=a2uKmV1ITjo,
