,0,1,2,3,4,5
744,wcd_2009-07-14-the-winch_brittany-reilly_flac_lossless_1582354/reilly2009-07-14/cd1/08 Love of the Mountains.flac,Brittany Reilly,Love of the Mountains,248.25,,
745,"wcd_2003-10-17---the-wil_primus_flac_lossless_30492321/2003.10.17 The Wiltern (Los Angeles, CA)/Disc 1/1.07.Harold of the Rocks.flac",Primus,Harold of the Rocks,795.05,,
746,wcd_2-years-of-dark-and-_eiht_mp3_320_30083731/VA-2_Years_Of_Dark_and_Sonorous_The_Best_Remixes-(DASR051)-WEB-2012-ZzZz/13-nomad_spectrum_-_interference_from_below_(ricardo_garduno_remix)-zzzz.mp3,Eiht,Interference From Below (Ricardo Garduno Remix),431.77,https://www.youtube.com/watch?v=I2w55xplbpc,
747,wcd_18-anos-sem-tirar_ultraje-a-rigor_flac_lossless_1738452/Ultraje A Rigor - 18 Anos Sem Tirar! (1999) [FLAC]/15 - Eu Gosto De Mulher.flac,Ultraje a Rigor,Eu Gosto De Mulher,266.33,,
748,"wcd_2016-0_dopapod_mp3_v0-vbr_33024551/Dopapod - 2016​-​04​-​27 BSP Kingston, Kingston, NY [V0]/Dopapod - 2016-04-27 BSP Kingston, Kingston, NY - 04 Bats In The Cave (w- Ray Paczkowski and Russ Lawton).mp3",Dopapod,Bats In The Cave (w/ Ray Paczkowski and Russ Lawton),1114.07,,
749,"wcd_2011-01-28---turtles_the-radiators_flac_lossless_30454085/The Radiators - 2011-01-28 - Turtles Bar & Grill - Shakopee, MN [FLAC]/22 - Ovation.flac",The Radiators,Ovation,354.85,,
750,"wcd_20th-century-rocks-_april-stevens_flac_lossless_30922163/Various - 20th Century Rocks, Vol. 8 - '60s Pop - Those Were the Days (1997) [FLAC]/04 - Classics IV - Traces (Featuring Dennis Yost).flac",April Stevens,Traces (Featuring Dennis Yost),160.07,,
751,wcd_2005-04-06-the-templ_umphreys-mcgee_mp3_320_29740679/um2005.04.06/09 Get In The Van.mp3,Umphrey's McGee,Get In the Van,498.61,,
752,"wcd_2009-04-15---john-pa_the-dead_flac_lossless_29864335/2009-04-15 - John Paul Jones Arena, Charlottesville, VA/dead090415d1_05_Big_Boss_Man.flac",The Dead,Big Boss Man,531.86,,
753,wcd_12_yuki-hayashi-_mp3_320_31336974/林ゆうき - ガンダムビルドファイターズオリジナルサウンドトラック(Gundam Build Fighters) Original Soundtrack (320)/Disc 1/07. build-fight.mp3,Yuki Hayashi (林ゆうき),build-fight,131.54,https://www.youtube.com/watch?v=hSRtFesPEpE,
754,"wcd_2016-05-28-three-sis_umphreys-mcgee_flac_24bit-lossless_32989417/Umphrey's McGee - 2016-05-28 Three Sisters Park, Church Set, Chillicother, IL/um160528d4_02_Mad_Love.flac",Umphrey's McGee,Mad Love,389.08,https://www.youtube.com/watch?v=i23TSGObFKQ,
755,wcd_538-dance-smash-hits_4-strings_flac_lossless_29127966/538 Dance Smash Hits 2004 vol.3/12 - 4 Strings - Turn It Around.flac,4 Strings,Turn It Around,213.73,,
756,wcd_25-years-monaberry--_andhim_flac_lossless_31669127/VA - 25 Years Monaberry - Herb's Compilation (2014) [Web] [flac]/09 - Dapayk Solo - Flying Mona.flac,Andhim,Flying Mona,411.7,https://www.youtube.com/watch?v=yJpHlgGUVJE,
757,"wcd_2009-04-10---n_umphreys-mcgee_flac_lossless_812184/2009.04.10 Nokia Theater, New York, NY/um090410d1_05_2nd_Self.flac",Umphrey's McGee,2nd Self,409.05,,
758,wcd_1078__mp3_320_30677594/Зимавсегда - Нежнее Нежного (2011) [320]/02. Приятных Кошмаров (Live @ Galernay20).mp3,Зимавсегда,Приятных Кошмаров (Live @ Galernay20),146.44,,
759,wcd_2002-10-31-columbus_ekoostik-hookah_flac_lossless_1587826/eh2002-10-31/cd3/03 Spiders.flac,Ekoostik Hookah,Spiders,1042.5,,
760,wcd_569_gogo7188_flac_lossless_873333/GO!GO!7188 569 FLAC/09 - GO!GO!7188 - I am a lucky girl.flac,GO!GO!7188,アイムラッキーガール,255.03,,
761,wcd_100-mooiste-liedjes-_liesbeth-list_flac_lossless_30566889/Ramses Shaffy & Liesbeth List - 2007 - 100 Mooiste Liedjes Van Ramses en Liesbeth  [FLAC]/506 - Had Je Niet Die Mooie Blauwe Ogen.flac,Liesbeth List,Had Je Niet Die Mooie Blauwe Ogen,280.23,,
762,wcd_1088_-_mp3_192_30310730/1989 - Вершки и корешки (CD 1) - 192/16 - Колыбельная.mp3,Гражданская Оборона,Колыбельная,87.71,https://www.youtube.com/watch?v=6Rfm0nd_ixQ,
763,wcd_10-years-of-silence-_trim-silence_flac_lossless_31170305/Trim Silence - 10 Years Of Silence (2013) [FLAC WEB]/02 Infrared (Radio Edit).flac,Trim Silence,Infrared (Radio Edit),216.34,,
764,"wcd_2002-03-24--suwannee-springfest--live-o_flac_lossless_30080606/Doc Watson - 2002-03-24 - Suwannee Springfest, Live Oak, FL/03 - My Darling Corey.flac",Doc Watson,My Darling Corey,187.16,,
765,wcd_a-simple-beast_ghost-of-chance_mp3_320_29694082/Ghost of Chance - A Simple Beast/1. New Carthage.mp3,Ghost of Chance,New Carthage,208.19,,
766,"wcd_1998-07-07----wolf-t_leftover-salmon_flac_lossless_30550404/los1998-07-07 - Wolf Trap - Vienna, VA (flac)/LOS_1998-07-07_D1T01. Carnival Time.flac",Leftover Salmon,Carnival Time,195.65,,
767,"wcd_100-hits-legends_dean-martin_flac_lossless_30667135/Dean Martin - 100 Hits legends (2009) [FLAC]/CD 5/07 - Dean Martin - Hey Brother, Pour The Wine.flac",Dean Martin,"Hey Brother, Pour The Wine",156.41,https://www.youtube.com/watch?v=xVCKma9_h00,
768,wcd_200-best-drum--_various-artists_mp3_320_31475911/VA - 200 Best Drum & Bass & Dubstep Music/42-M-Force_-_I Fuckin' Hate You.mp3,Various Artists,I Fuckin' Hate You,315.48,,
769,wcd_8-tracks_kromosom_mp3_320_29554966/kromosom - 8 tracks. 12'' (2011)/05 Swine Control.mp3,Kromosom,Swine Control,85.59,https://www.youtube.com/watch?v=oCw-9JdpoAY,
770,wcd_1372-overton-park_lucero_flac_lossless_29511435/Lucero - 1372 Overton Park (2009) [FLAC]/08 - Johnny Davis.flac,Lucero,Johnny Davis,186.97,https://www.youtube.com/watch?v=DCfPLiCX9b8,
771,"wcd_1989-04-06---chrysle_grateful-dead_flac_lossless_30556514/gd1989-04-06 - University of Michigan, Crisler Arena, Ann Arbor, MI (Miller flac) 83508/gd89-04-06d1t05 - Mama Tried_.flac",Grateful Dead,Mama Tried >,155.2,https://www.youtube.com/watch?v=2TBbj5_zA-8,
772,"wcd_20080816-denver-c_greensky-bluegrass_mp3_320_30329489/Greensky Bluegrass 2008-08-16 Denver, CO - Oswley's Golden Road [320]/2-16 Get No Better.mp3",Greensky Bluegrass,Get No Better,290.38,,
773,wcd_22x2-the-best-of-mir_miro-zbirka_mp3_v2-vbr_30481542/Miro Zbirka - 22x2 The Best Of Miro Zbirka/211-miro_zbirka_-_bezchybna-mcz.mp3,Miro Zbirka,Bezchybna,197.67,https://www.youtube.com/watch?v=3T0CSFSS2nk,
774,wcd_a-sad-kind-of-bliss_bsdu_flac_lossless_31567603/bsd.u - [a sad kind of bliss] (2014) [FLAC]/11 - outro;.flac,Bsd.u,outro\,64.56,https://www.youtube.com/watch?v=Q67B90ejngQ,
775,"wcd_1989-10-23---charlot_grateful-dead_flac_lossless_31359526/Grateful Dead - 1989-10-23 - Charlotte Coliseum - Charlotte, NC/Grateful Dead - 89-10-23 - Charlotte Coliseum - 204 - We Can Run.flac",Grateful Dead,We Can Run,411.83,,
776,wcd_2003-06-28---penns-l_sonic-youth_flac_lossless_423067/Penns Landing 28June2003/03 - Plastic Sun - Sonic Youth.flac,Sonic Youth,Plastic Sun,178.67,https://www.youtube.com/watch?v=JmX5-gTJ8jI,
777,wcd_1_adi-kowalski_mp3_320_31853025/Adi Kowalski – 1 (2014) [320]/03. Chodźmy W Miasto.mp3,Adi Kowalski,Chodźmy W Miasto,223.16,https://www.youtube.com/watch?v=ZlbI3r_znnA,
778,wcd_20-let-naivu_ti-sestry_flac_lossless_30846939/Tři Sestry - 2006 - 20 let naživu/20 Zelená.flac,Tři Sestry,Zelená,188.84,https://www.youtube.com/watch?v=eZRqDgigpJE,
779,"wcd_1999-10-12-roseland-_the-black-crowes_flac_lossless_31081278/The Black Crowes - 1999-10-12 Roseland Ballroom, New York, NY - FLAC/Disc 1 09 In My Time Of Dying.flac",The Black Crowes,In My Time Of Dying,578.12,https://www.youtube.com/watch?v=pSTkaIGNDMw,
780,"wcd_a-curva-da-cintura_arnaldo-antunes_flac_lossless_30315235/Arnaldo Antunes, Egdard Scandurra & Toumani Diabaté - A Curva Da Cintura (2012) [FLAC]/04 - Kaira.flac",Arnaldo Antunes,Kaira,266.07,https://www.youtube.com/watch?v=qtvyWXuxvm8,
781,wcd_24-karat-hits_elvis-presley_flac_lossless_1045580/Elvis Presley - 24 Karat Hits! [1997] (DCC Gold) {GZS-1117} [FLAC]/14. Surrender.flac,Elvis Presley,Surrender,120.03,https://www.youtube.com/watch?v=Fa8PpqCjJ_s,
782,wcd_absolute-dansband_arvingarna_mp3_320_30210545/Absolute Dansband (2004) [MP3-320]/218. Grönwalls - Du ringde från Flen.mp3,Arvingarna,Du ringde från Flen,190.82,https://www.youtube.com/watch?v=Gu2OHy7BtmM,
783,wcd_40oz_cloud_mp3_320_30371684/Cloud._-_40oz/Cloud. - 40oz - 08 Faded.mp3,Cloud.,Faded,84.56,,
784,wcd_a-country-legend_marty-robbins_mp3_v0-vbr_1751651/Marty Robbins - A Country Legend (2010) [V0]/CD 1/06 - Knee Deep in the Blues.mp3,Marty Robbins,Knee Deep in the Blues,134.68,https://www.youtube.com/watch?v=3jsBWtUSLjM,
785,"wcd_2013-04-03-el-festiv_pearl-jam_flac_24bit-lossless_30849370/2013-04-03 Buenos Aires, AR/pj130403d1_07_Deep.flac",Pearl Jam,Deep,224.6,,
786,wcd_2014-09-15---nashvil_leftover-salmon_mp3_320_31668181/LoS - 2014-09-15 -Nashville Sessions/04 - Lovin in my Baby's Eyes.mp3,Leftover Salmon,Lovin' in My Baby's Eyes,315.06,,
787,"wcd_2012-11-09---bear-cr_lotus_flac_lossless_30385573/lotus2012-11-09 - Bear Creek Music Festival, Live Oak, FL (flac)/lotu121109d2_05_Its_All_Clear_to_Me_Now.flac",Lotus,Its All Clear to Me Now,813.68,,
788,wcd_1080_2h-company_flac_lossless_831760/2H Company - Психохирурги (2004)/06 - Инструментал.flac,2H Company,Инструментал,187.02,,
789,wcd_abducted_hypocrisy_flac_24bit-lossless_30292030/Hypocrisy - Abducted(1996)/02 - Roswell 47.flac,Hypocrisy,Roswell 47,237.61,https://www.youtube.com/watch?v=wwIqTDWmV8A,
790,wcd_2011-01-31-the-socia_yonder-mountain-stri_flac_lossless_29217095/YMSB2011.01.31(FLAC)/ymsb110131d2_10_New_Horizons.flac,Yonder Mountain String Band,New Horizons,326.67,,
791,wcd_2008-09-05---red-roc_sound-tribe-sector-9_mp3_v0-vbr_402755/STS9 2008-09-05 V0/STS9-2008-09-05-RedRocks-14-Jebez.mp3,Sound Tribe Sector 9,Jebez,790.75,,
792,wcd_1940-1941-chronolog_artie-shaw_flac_lossless_30990855/Chronological Classics - 1167 - Artie Shaw (1940-1941)/18 - It Had To Be You.flac,Artie Shaw,It Had To Be You,166.27,,
793,wcd_80s-night-the-u_a-ha_mp3_192_29919498/80's Night (DJ Collections)/08/13 - Huey Lewis & The News - The Power Of Love.mp3,a-ha,The Power Of Love,242.61,https://www.youtube.com/watch?v=-NMph943tsw,
794,"wcd_1998-12-29---m_phish_flac_lossless_1272354/19981229 Madison Square Garden - New York, NY/07 Brian and Robert.flac",Phish,Brian and Robert,255.47,,
795,"wcd_abrand_dolly-roll_flac_lossless_31573535/Dolly Roll – Ábrándos, szép napok (4 CD 2012)[FLAC]/CD 2 Elpattant egy húr/04 - Jó éjt, Sanghai.flac",Dolly Roll,"Jó éjt, Sanghai",202.03,https://www.youtube.com/watch?v=rG8Xr9Fvzg8,
796,"wcd_2013-09-17---best-bu_govt-mule_flac_lossless_31085488/muletracks 2013.09.17 New York, New York/mule130917d1_09_When_The_Levee_Breaks.flac",Gov't Mule,When The Levee Breaks,148.27,,
797,wcd_200-makina_black-bird_flac_lossless_33031297/Various Artists-200% Makina-FLAC-2001/06 - Black Bird - Nirvana.flac,Black Bird,Nirvana,275.6,,
798,wcd_2013_televisions_flac_lossless_31412384/TELE-VISIONS - 2013/TELE-VISIONS - 2013 - 06 Anymore.flac,TELE/VISIONS,Anymore,282.35,https://www.youtube.com/watch?v=Ryxmu0xsJEE,
799,wcd_20-golden-greats_nat-king-cole_flac_lossless_31041120/Nat King Cole - 20 Golden Greats/09 Around the World.flac,Nat King Cole,Around the World,154.93,https://www.youtube.com/watch?v=Qk51-vjcZ-Y,
800,"wcd_2013-04-14---the-mou_terrapin-flyer_mp3_v0-vbr_31248351/Terrapin Flyer - 2013-04-14 - The Mousetrap - Indianapolis, IN.v0/16 Banter.mp3",Terrapin Flyer,Banter,257.99,,
801,"wcd_2013-02-23---1stbank_furthur_flac_lossless_30735970/Furthur - Furthur Live! - 02／23／13 - 1stBank Center - Broomfield, CO (2013) [FLAC]/11 Slipknot! > .flac",Furthur,Slipknot! >,351.24,,
802,wcd_1503_natan-goshen_mp3_320_30724454/Bein Kol Hareashim (בין כל הרעשים)/Nathan Goshen-Shir (שיר).mp3,Natan Goshen,Shir (שיר),237.98,,
803,wcd_14-tracks-the-jacki_carl-craig_mp3_320_1344662/14 tracksThe_Jacking_Zone_DJ_International/06. Music_Is_The_Key.mp3,Carl Craig,Music Is The Key,447.74,,
804,"wcd_1973-07-05---the-lio_jerry-garcia_flac_lossless_29623039/Jerry Garcia & Merl Saunders - 1973-07-05 - The Lion's Share - San Anselmo, CA[FLAC]/03 (She's Got) Charisma ->.flac",Jerry Garcia,(She's Got) Charisma ->,1119.56,,
805,wcd_a-parrots-yellin39_marbert-rocel_mp3_320_1754343/Marbert_Rocel-A_Parrots_Yellin-(FENOU11)-WEB-2010-320/03-marbert_rocel-chicagoff.mp3,Marbert Rocel,Chicagoff,296.04,https://www.youtube.com/watch?v=naj8DzOOqxc,
806,wcd_-s_angela-dimitriou-_mp3_320_30224728/Compact Disc Club - Μια Στροφή Ακόμα/CD 4/08. ΣΟΥ 'ΧΩ ΕΤΟΙΜΗ ΣΥΓΝΩΜΗ.mp3,Angela Dimitriou (Άντζελα Δημητρίου),ΣΟΥ 'ΧΩ ΕΤΟΙΜΗ ΣΥΓΝΩΜΗ,216.08,https://www.youtube.com/watch?v=MKo_Wm287CA,
807,wcd_a-seedy-compilation_the-leather-nun_flac_lossless_29771982/The Leather Nun - A Seedy Compilation (1979 - 1994)(1994)(FLAC)/Live Album (1994) (FLAC)/05 - The Leather Nun - Gimme Gimme Gimme.flac,The Leather Nun,Gimme Gimme Gimme,227.29,https://www.youtube.com/watch?v=DQPxcv96iaA,
808,wcd_a-chain-dont-ta_bob-luman_flac_lossless_31809802/Bob Luman - A Chain Don't Take To Me (1971) [FLAC]/01 - A Chain Don't Take To Me.flac,Bob Luman,A Chain Don't Take To Me,147.77,https://www.youtube.com/watch?v=W8pOPuEKxHk,
809,"wcd_2010-01-20---revolut_govt-mule_flac_lossless_31609815/Gov't Mule-2010-01-20-Revolution-Fort Lauderdale, FL [Flac] [Web]/D1_03_Endless Parade.flac",Gov't Mule,Endless Parade,594.13,,
810,"wcd_19901024-sporthalle-hamburg--germany_g_flac_lossless_29978496/19901024 Sporthalle Hamburg, Germany/20 US Blues.flac",Grateful Dead,US Blues,397.62,,
811,wcd_100-x-liefde_various-artists_mp3_320_31348473/100 X Liefde 2014/CD4/14 - Carly Rae Jespen - Call Me Maybe.mp3,Various Artists,Call Me Maybe,193.07,https://www.youtube.com/watch?v=fWNaR-rxAic,
812,wcd_40_40_mp3_v0-vbr_30012773/4.0 - 4.0 (1997) V0/03. I Won't Run Out Of Love.mp3,4.0,I Won't Run Out Of Love,367.09,https://www.youtube.com/watch?v=0bNMeYAkKOM,
813,wcd_1088_-_flac_lossless_1257045/Ляпис Трубецкой - Парад-алле/Manifest/13. Ляпис Трубецкой - Черно-белый день.flac,Ляпис Трубецкой,Ляпис Трубецкой - Черно-белый день,245.8,https://www.youtube.com/watch?v=JSXvySKVMG4,
814,"wcd_1972-10-26---music-h_grateful-dead_flac_lossless_30345227/Grateful Dead - 1972-10-26 - Music Hall - Cincinnati, OH [FLAC]/03 Me And Bobby McGee.flac",Grateful Dead,Me And Bobby McGee,391.64,,
815,wcd_100-ska_desmond-dekker_flac_lossless_31952939/Various Artists - 100% Ska (Unknown Year) [FLAC]/17 - Tommy McCook - Latin Goes Ska.flac,Desmond Dekker,Latin Goes Ska,183.23,,
816,wcd_2004-05-01-new-orleans--la_govt-mul_flac_lossless_29895838/mule 2004-05-01/mule040501d1_04_Thorazine_Shuffle.flac,Gov't Mule,Thorazine Shuffle,633.94,,
817,wcd_a-nos-amours_mac-stanton_mp3_320_29985503/Mac Stanton - A Nos Amours/3305478_House_Is_Burnin__Original_Mix.mp3,Mac Stanton,House Is Burnin' (Original Mix),464.56,,
818,wcd_1-hits-of-the-50s-_ben-e-king_flac_lossless_31458881/#1 Hits of the 50s & 60s - Collector's Edition (2010) [FLAC]/Disc 3/07 - Clarence Carter - Patches.flac,Ben E. King,Patches,174.68,https://www.youtube.com/watch?v=rTVjnBo96Ug,
819,wcd_a-tree-full-of-secrets_pink-floyd_mp3_320_29833491/Pink/Pink.Floyd.A.Tree.Full.Of.Secrets.18CD.Box.1999.MP3.320kbps/CD02 - Vol.1 - Rarities 1965-1968/16 - Julia Dream (mono).mp3,Pink Floyd,Julia Dream (mono),151.48,https://www.youtube.com/watch?v=3pIqtAjD0tY,
820,wcd_abrechnungen_mendustry_flac_lossless_30434792/Mendustry - Abrechnungen [FLAC]/Mendustry - Abrechnungen - 03 Methodenstreit.flac,Mendustry,Methodenstreit,284.36,,
821,wcd_101-dubstep-hits-201_aaron-beta_mp3_320_30200012/VA - 101 Dubstep Hits 2012/010. Alterside - The Beat Goes Its Way.mp3,Aaron Beta,The Beat Goes Its Way,298.76,,
822,wcd_200-proof_tubby-hayes_flac_lossless_31699148/Tubby Hayes - 200% Proof/01 The Inner Splurge.flac,Tubby Hayes,The Inner Splurge,363.57,,
823,wcd_5-years-i-love-the-9_2-brothers-on-the-4t_mp3_v0-vbr_29965789/VA_-_5_Years_I_Love_The_90s_(Anniversary_Edition)-5CD-2012-HB/308-urban_cookie_collective_-_the_key_the_secret.mp3,2 Brothers on the 4th Floor,The Key The Secret,216.55,https://www.youtube.com/watch?v=MxvM8QjTbVQ,
824,wcd_100-xmas-chill-out-_351-lake-shore-drive_mp3_320_31222630/VA - 100% Xmas Chill Out & Lounge Traxx Deluxe (2013)/02. Smooth Deluxe - Boulevard Rouge.mp3,351 Lake Shore Drive,Boulevard Rouge,347.51,https://www.youtube.com/watch?v=90n4fiWO2P8,
825,wcd_1497_shlomo-gronich_flac_lossless_1466782/שלמה גרוניך - המיטב (2010)/דיסק 2 - שיתופי פעולה ופרויקטים/02 - אלוהים מרחם (מאחורי הצלילים עם מתי כספי).flac,Shlomo Gronich,אלוהים מרחם (מאחורי הצלילים עם מתי כספי),279.62,,
826,wcd_25-best-bluegrass-fa_andy-leftwich_flac_lossless_29090668/Steve Ivey - 25 Best Bluegrass Favorites (2008) - FLAC/Steve Ivey - 25 Best Bluegrass Favorites Disc 2 (2008) - FLAC/Steve Ivey - 25 Best Bluegrass Favorites Disc 2 - 05 - Stand by Your Man.flac,Andy Leftwich,Stand by Your Man,153.13,https://www.youtube.com/watch?v=B_FYCDsIIlM,
827,wcd_2009-08-22--verizon-wireless-amphitheat_flac_lossless_30080843/STS9-2009-08-22-VerizonAmph.FLAC/STS9-2009-08-22-VerizonAmph-16-Abcees.flac,Sound Tribe Sector 9,Abcees,725.72,,
828,wcd_100-forgotten-sixtie_barry-ryan_mp3_v2-vbr_29342074/VA - 100 Forgotten Sixties Classics/100 Forgotten Sixties Classics Disc 4/05 - The Searchers - Don't Throw Your Love Away.mp3,Barry Ryan,Don't Throw Your Love Away,137.69,,
829,wcd_a-year-in-the-life-o_sir-vixx_mp3_320_29967647/Sir Vixx - A Year In The Life Of... (2011)/01 Broke.mp3,Sir Vixx,Broke,154.52,https://www.youtube.com/watch?v=FLw-1m_3L0o,
830,"wcd_2009-06-05-wanee-mus_the-allman-brothers-_flac_lossless_31404550/The Allman Brothers Band 2009-06-05 Live Oak, FL FLAC/d1t08_Whipping Post.flac",The Allman Brothers Band,Whipping Post,865.29,,
831,wcd_930-club-live-in-was_deftones_mp3_192_657516/2003-Deftones-930_Club_-_Washington_DC_Live_05-05-2003-KMR/06-Deftones-My_Own_Summer-CSR.mp3,Deftones,My Own Summer,263.47,,
832,wcd_538-dance-smash-hits_alcazar_flac_lossless_29127381/538 Dance Smash Hits 2002 - Winter/08 - DJ Jose Vs. G-Spott - Access.flac,Alcazar,Access,221.85,,
833,wcd_a-new-wave-of-electr_2just4fun_mp3_320_29602327/A new wave of Electro House 2011/01.Porter robinson - Unison Knife (Party Remix).mp3,2just4fun,Unison - Knife Party Remix,298.44,,
834,"wcd_2011-10-18-terminal-_the-smashing-pumpkin_mp3_192_29741918/The Smashing Pumpkins - 2011.10.18 Terminal 5, NYC/14 Pale Horse.mp3",The Smashing Pumpkins,Pale Horse,253.53,,
835,wcd_20th-century-masters_dusty-springfield_flac_lossless_29085276/Dusty Springfield - 1999 - 20th Century Masters- The Millennium Collection- The Best of Dusty Springfield [FLAC]/12 - Give Me Time.flac,Dusty Springfield,Give Me Time,185.13,https://www.youtube.com/watch?v=s-1NEPcE7ZA,
836,wcd_1512_zohar-argov_flac_lossless_1313865/זהר ארגוב - 1993 - זהר - הסרט [FLAC]/10 - מה לך ילדה.flac,Zohar Argov,מה לך ילדה,316.67,https://www.youtube.com/watch?v=PCaszzlN8Io,
837,wcd_a-journey-into-elect_quench_flac_lossless_1415538/Quench - Journey into Electronix (2000) [FLAC]/10 - Whale.flac,Quench,Whale,534.77,https://www.youtube.com/watch?v=GXMrV2ROndQ,
838,wcd_a-tale-of-two-cities_2-0-clock-girlfrien_mp3_v0-vbr_32869218/2 0' Clock Girlfriend - A Tale of Two Cities (2006) [MP3 V0]/10-2_0_clock_girlfriend-csi.mp3,2 0' Clock Girlfriend,None,82.47,https://www.youtube.com/watch?v=64BcICOCHRQ,
839,wcd_25-song-discography_wide-awake_mp3_224_1308023/Wide Awake - 25 Song Discography/17 One Color [Live] 1.mp3,Wide Awake,One Color [Live],106.22,https://www.youtube.com/watch?v=O8U054fjD_4,
840,wcd_-108_flac_lossless_30066565/Владимир Высоцкий -  Дорожная история REMIX (2002) [FLAC]/23. В.Высоцкий - Рецидивист.flac,Владимир Высоцкий,Рецидивист,157.98,https://www.youtube.com/watch?v=Yoq8yotQEGI,
841,wcd_1086_naadia_mp3_v0-vbr_31442278/Naadia - Сто дней [2014]/01 Пираты.mp3,Naadia,Пираты,169.14,https://www.youtube.com/watch?v=Jx4479JsFBU,
842,"wcd_1945-1947-chronolog_roy-eldridge_flac_lossless_1727338/1998 - ''1945 - 1947''/17 - I Surrender, Dear.flac",Roy Eldridge,"I Surrender, Dear",179.87,,
843,wcd_a-retrospective_lou-reed_flac_lossless_31513127/Lou Reed - A Retrospective (1993) [FLAC]/07 - Kill Your Sons.flac,Lou Reed,Kill Your Sons,217.69,https://www.youtube.com/watch?v=hvECLtFwNmM,
844,wcd_72309-floydfest-f_eoto_mp3_v0-vbr_1130193/EOTO FLOYD FEST/Dobble Dub.mp3,EOTO,Dobble Dub,383.32,,
845,wcd_12-concertos_elmar-oliveira_flac_lossless_30703780/Einojuhani Rautavaara - 2009 - 12 Concertos [FLAC]/3-07 - Concerto for Clarinet and Orchestra_ III. Vivace.flac,Elmar Oliveira,Concerto for Clarinet and Orchestra: III. Vivace,316.51,,
846,"wcd_07-31-2004--fano-festival_einsturze_flac_lossless_30007615/Einstürzende Neubauten, 07-31-2004, Fano Festival/Disc 1/1-55_07-31-2004_Fano Festival.flac",Einstürzende Neubauten,55,59.4,,
847,wcd_100-hits-drivetime_ace_flac_lossless_29619791/100 Hits - Drivetime (2008) [FLAC]/CD 1/11 - Squeeze - Up the Junction.flac,Ace,Up the Junction,186.2,,
848,wcd_2009-05-07---cain3_yonder-mountain-stri_mp3_v0-vbr_944075/Yonder-2009-05-07_v0/ymsb090507d2_02_Traffic_Jam.mp3,Yonder Mountain String Band,Traffic Jam,639.11,,
849,"wcd_2016-06-11-the-tonic_dr-unk_flac_lossless_33042865/doctorunk - 2016-06-11 The Tonic Room, Chicago, IL [FLAC]/doctorunk - 2016-06-11 Chicago, IL Tonic Room - 11 II - Hitchin' A Ride -.flac",Dr. Unk,II - Hitchin' A Ride ->,222.57,https://www.youtube.com/watch?v=yroRI8K4g34,
850,wcd_a-dark-serenity_tomhet_flac_lossless_30052484/Tomhet - A Dark Serenity 2008 FLAC/06 A Dark Serenity (Instrumental).flac,Tomhet,A Dark Serenity (Instrumental),491.6,,
851,"wcd_2014-12-29---1st-ban_the-string-cheese-in_flac_24bit-lossless_31895965/2014-12-29 Broomfield, CO/sci141229d1_07_Dirk.flac",The String Cheese Incident,Dirk,237.09,,
852,"wcd_2006-06-18---rubber-_ryan-montbleau-band_flac_lossless_30622690/Ryan Montbleau Band - 2006-06-18 - Rubber Soul, Winston-Salem, NC/15 - Heart Of Gold.flac",Ryan Montbleau Band,Heart Of Gold,328.31,,
853,"wcd_12_atsuhiro-motoyama_flac_lossless_31876360/Atsuhiro Motoyama, Shinji Tachikawa - 2013 - Sayonara Umiharakawase Soundtrack [FLAC]/13 - 川・上流（さよならアレンジver）.flac",Atsuhiro Motoyama,川・上流（さよならアレンジver）,208.55,https://www.youtube.com/watch?v=Ap1p60UXjbs,
854,wcd_2012-01-21--congress-theatre--chicago--_mp3_v0_29828719/STS9 01.21.2012 VO/14 Scheme - STS9.mp3,Sound Tribe Sector 9,Scheme,427.81,,
855,wcd_absolute-90s-9_2-unlimited_flac_lossless_30717998/Absolute 90s (EVA 2008) [FLAC]/CD2/08 - Londonbeat - I've Been Thinking About You [1990].flac,2 Unlimited,I've Been Thinking About You,212.36,,
856,wcd_1985-12-13-otoo_richard-manuel_mp3_v0-vbr_1094525/Rick Danko and Richard Manuel-OTooles Tavern-V0/05 Unfaithful Servant.mp3,Richard Manuel,Unfaithful Servant,249.81,https://www.youtube.com/watch?v=UiyHDVrIeTM,
857,wcd_1010002_apogee_mp3_320_1257162/[PF100.02CD] Various - 10.100.02/Disc 2/03 - Ian O'Brien - Where Does The Past End And The Present Begin.mp3,Apogee,Where Does The Past End And The Present Begin?,418.36,,
858,wcd_a-picnic-on-the-405_john-craigie_flac_lossless_29777579/John Craigie - A Picnic On The 405/06 - John Craigie - My Own Religion.flac,John Craigie,My Own Religion,260.0,,
859,wcd_4th-reich_horror-house_mp3_v0-vbr_29911884/CS005 - Horror House - 4th Reich/02. 4th Reich.mp3,Horror House,4th Reich,171.02,https://www.youtube.com/watch?v=EUPrhAwG4KY,
860,"wcd_3-points-and-a-mount_han-bennink_flac_lossless_1620250/Peter Brötzmann, Misha Mengelberg, Han Bennink - 2000 - 3 Points and a Mountain...Plus (log)/01 Flüchtige Bären.flac",Han Bennink,FlÃ¼chtige BÃ¤ren (6:02),361.82,,
861,"wcd_a-lot-of-little-lies-for-the-sake-of-one_flac_lossless_131202/Stars - A Lot of Little Lies for the Sake of One Big Truth/05 - Going, Going, Gone (Live).flac",Stars,"Going, Going, Gone (Live)",208.78,,
